sector,ticker
xij,IHR
xij,NUH
xij,ADA
xij,DTS
xij,SPZ
xij,AR9
xij,VR1
xij,FCT
xij,CV1
xij,PYG
xij,ADS
xij,ELS
xij,COO
xij,SMX
xij,SEN
xij,SMN
xij,XF1
xij,RCL
xij,CCA
xij,MSL
xij,K2F
xij,PTG
xij,SKF
xij,HWH
xij,DCC
xij,DOU
xij,MOQ
xij,SOV
xij,RVS
xij,AV1
xij,FTC
xij,LNU
xij,HIL
xij,PRO
xij,IP1
xij,FLX
xij,HSC
xij,8CO
xij,BLG
xij,PIL
xij,KNO
xij,HYD
xij,CNW
xij,CCG
xij,9SP
xij,CT1
xij,TV2
xij,TZL
xij,ODA
xij,JCS
xij,MOB
xij,BCC
xij,SE1
xij,OLL
xij,SBW
xij,CGO
xij,CAG
xij,BCT
xij,SCL
xij,JXT
xij,GTI
xij,AMO
xij,VIG
xij,BIQ
xij,KYK
xij,CF1
xij,ID8
xij,CLT
xij,CXZ
xij,ISD
xij,DXN
xij,NNG
xij,OPL
xij,ZMM
xij,DC2
xij,WOO
xij,ICE
xij,DTI
xij,NVU
xij,DLT
xij,FGL
xij,SIS
xij,GOO
xij,IS3
xij,SP3
xij,OOK
xij,KTE
xij,AO1
xij,APV
xij,VOR
xij,CPT
xij,SYT
xij,OAK
xij,FGO
xij,CWL
xij,NOR
xij,LVE
xij,TYM
xij,KKL
xij,CIO
xij,RD1
xij,TTL
xij,QTG
xij,GFN
xtj,TLS
xtj,REA
xtj,SEK
xtj,TPG
xtj,SPK
xtj,CAR
xtj,NEC
xtj,SAS
xtj,VOC
xtj,DHG
xtj,CNU
xtj,UWL
xtj,EVT
xtj,HTA
xtj,NWS
xtj,MAQ
xtj,OML
xtj,SWM
xtj,ABB
xtj,SXL
xtj,ART
xtj,MNF
xtj,FDV
xtj,HT1
xtj,SLC
xtj,HPG
xtj,TUA
xtj,SKT
xtj,EGG
xtj,IGL
xtj,ST1
xtj,IOU
xtj,5GG
xtj,MIH
xtj,NZM
xtj,ICQ
xtj,RMY
xtj,STG
xtj,TMH
xtj,5GN
xtj,SWP
xtj,FSG
xtj,GTN
xtj,PRT
xtj,ASP
xtj,RNT
xtj,CRW
xtj,SEG
xtj,TNY
xtj,MSM
xtj,BBL
xtj,EM1
xtj,ICI
xtj,BYI
xtj,NCL
xtj,HFY
xtj,VN8
xtj,PPL
xtj,PLY
xtj,SPA
xtj,ESH
xtj,AD1
xtj,MXO
xtj,CM8
xtj,MKL
xtj,RLG
xtj,FRX
xtj,SW1
xtj,AFW
xtj,SHO
xtj,EN1
xtj,AER
xtj,RXH
xtj,KNM
xtj,IMS
xtj,IVO
xtj,R3D
xtj,PCH
xtj,TOM
xtj,REF
xuj,APA
xuj,ORG
xuj,MCY
xuj,AST
xuj,MEZ
xuj,AGL
xuj,IFT
xuj,SKI
xuj,GNE
xuj,TLT
xuj,CEN
xuj,NEW
xuj,GNX
xuj,EWC
xuj,D2O
xuj,DEM
xuj,PO3
xuj,TPC
xuj,KPO
xuj,DEL
xuj,CCE
xuj,VPR
xuj,LPE
xuj,RNE
xuj,TML
xpj,GMG
xpj,SCG
xpj,MGR
xpj,DXS
xpj,SGP
xpj,GPT
xpj,LLC
xpj,VCX
xpj,CHC
xpj,GOZ
xpj,CLW
xpj,BWP
xpj,SCP
xpj,ABP
xpj,CMW
xpj,CQR
xpj,NSR
xpj,WPR
xpj,CNI
xpj,CIP
xpj,INA
xpj,AVN
xpj,LIC
xpj,HMC
xpj,URW
xpj,CQE
xpj,COF
xpj,ARF
xpj,HDN
xpj,IAP
xpj,LEP
xpj,RFF
xpj,ADI
xpj,GDI
xpj,PWG
xpj,HPI
xpj,PPC
xpj,CWP
xpj,AQR
xpj,AOF
xpj,QRI
xpj,UOS
xpj,SDG
xpj,CDP
xpj,SRV
xpj,APD
xpj,GDF
xpj,AVJ
xpj,FRI
xpj,VTH
xpj,ECF
xpj,WOT
xpj,TGP
xpj,APZ
xpj,ERF
xpj,EGH
xpj,URF
xpj,TOP
xpj,MEA
xpj,SSL
xpj,AKL
xpj,APW
xpj,DGH
xpj,DVN
xpj,BHL
xpj,MPX
xpj,AXI
xpj,TIA
xpj,UUL
xpj,AU1
xpj,ACU
xpj,VOL
xpj,HGL
xpj,CAQ
xpj,LHM
xpj,KLO
xpj,DET
xpj,FE8
xpj,GPS
xpj,IEQ
xpj,AGJ
xpj,LHB
xpj,RPG
xpj,MXU
